"#","MFL Code","DHIS Code","Name","County","Subcounty"
"3279","16647","GT86jRN1PNM","Ponya Clinic","Tharaka Nithi","Maara"
"3280","15468","AyaJPsAp9Ci","Porro Dispensary","Samburu","Samburu Central"
"3281","20243","OSRsEWPLWUs","Port Florence (Ndhiwa)","Homa Bay","NDHIWA"
"3282","11739","jSwFjgN4QVO","Port Health Dispensary (Kilindini)","Mombasa","Likoni"
"3283","13146","eqjeLQLQ75y","Port Health Dispensary (Langata)","Nairobi","Langata"
"3284","16291","Kp9FyqoJpgN","Port Health Dispensary (Wajir East)","Wajir","Wajir East"
"3285","11741","fVCmIZkRaTq","Port Reitz MTC Dispensary","Mombasa","Changamwe"
"3286","16629","dofeI800FAf","Posland Medical Clinic","Meru","Imenti North"
"3287","22950","0","Powys dispensary","Laikipia","Laikipia North"
"3288","16630","bUvYIJKgbNc","Pr Medical Clinic (Buuri)","Meru","Buuri"
"3289","16631","ZwJvJ67zoPA","Pr Medical Clinic (Ngushishi)","Meru","Imenti North"
"3290","11742","MMAgCPIhRD8","Precious Seed Clinic","Mombasa","Likoni"
"3291","10945","MkTW1okLAO9","Premier Bag and Cordage Dispensary","Kiambu","Juja"
"3292","12706","0","Premier Medical Clinic (Kangundo)","Machakos","Kangundo"
"3293","12707","BS9tEi4mMuW","Premier Medical Clinic (Kitui)","Kitui","Kitui Central"
"3294","11743","0","Prestige Medical Clinic","Mombasa","Mvita"
"3295","22018","0","Pride Centre","Nairobi","Embakasi East"
"3296","10946","0","Primary Health Medical Clinic","Kiambu","Limuru"
"3297","16775","Wi2unoM0pkH","Prime Care Health Clinic","Nyeri","Mukurweini"
"3298","13147","k48ops0mPs3","Prime Healthservices Dispensary","Nairobi","Ruaraka"
"3299","15469","0","Prime Medical Care","Nakuru","Naivasha"
"3300","10947","be75AfcLbBE","Prime Medical Clinic","Kiambu","Thika Town"
"3301","15471","0","Pro Esamai Clinic","Uasin Gishu","Kapseret"
"3302","13148","vcb5Bl60dD5","Provide Dandora Clinic","Nairobi","Kasarani"
"3303","13149","iwAu4SRuzo5","Provide Inter Math Dispensary","Nairobi","Ruaraka"
"3304","13150","QOy589NgDHb","Provide International Korogocho","Nairobi","Ruaraka"
"3305","13151","hTwFlHkIm0d","Provide Kayole Clinic","Nairobi","Embakasi West"
"3306","13152","lyE7SdsmB3W","Providence VCT","Nairobi","Langata"
"3307","10948","kdWkRH9CQra","Providers Medical Centre","Kiambu","Thika Town"
"3308","16705","MslrtZ574Uj","Psigirio Dispensary","West Pokot","West Pokot"
"3309","15472","rCZDxuQsFXL","Psigor Dispensary","West Pokot","Pokot Central"
"3310","16734","cDH8mPvTrAr","Ptigchi Dispensary","Baringo","Tiaty"
"3311","13154","0","Pumwani Clinic","Nairobi","Kamukunji"
"3312","13157","0","Pumwani Maternity VCT Centre","Nairobi","Kamukunji"
"3313","10949","aaTNLgbkQ2w","Purity Medical Clinic","Nyeri","Kieni West"
"3314","11746","R8ixt450ry9","Pwani Maternity And Nursing Home","Kilifi","Kilifi North"
"3315","13421","U1RxOBMfKfE","Qudama Dispensary","Wajir","Wajir North"
"3316","11747","0","Queen Kadede Medical Clinic","Mombasa","Mvita"
"3317","16758","snOPNFSg0Wy","Queen of Peace Clinic","Kiambu","Juja"
"3318","15476","JSi1GipSXzM","Racecourse Clinic","Nakuru","Nakuru East"
"3319","15477","aieKIZAJiJv","Radat dispensary","Baringo","Mogotio"
"3320","11749","ESHKx6TOx18","Rafiki Clinic","Lamu","Lamu West"
"3321","26624","0","RAFIKI DISPENSARY","Trans Nzoia","Saboti"
"3322","16779","xAd5Y9rkXIp","Rafiki Medical Clinic","Nyeri","Mukurweini"
"3323","10950","ToMZrl1n9A7","Rafiki Medical Clinic (Muranga North)","Muranga","Kiharu"
"3324","10951","NfzGiI9hHqc","Ragia Forest Dispensary","Kiambu","Lari"
"3325","11752","C0f6i5BWEWK","Rainbow Medical Burangi","Kilifi","Magarini"
"3326","16295","fgOegItkgL9","Rainbow Medical Clinic","Mandera","Mandera East"
"3327","11753","icJZmszDhc6","Ramada Dispensary","Kilifi","Magarini"
"3328","12708","wMIcPCuyb1u","Ramata Dispensary","Marsabit","Moyale"
"3329","20620","SeESskkpdVb","Ramba Health Centre","Nyamira","Nyamira"
"3330","10952","Ubea3ljWQK5","Ramos Medical Clinic","Kiambu","Kabete"
"3331","11754","x899NiCHXrg","Ranatu Dispensary","Mombasa","Likoni"
"3332","40020","0","RANDISISRI","Kisumu","Kisumu East"
"3333","40066","0","RANDUNG DISP","Homa Bay","Homa Bay Town"
"3334","20483","0","Ranje Dispensary","Bungoma","Bungoma Central"
"3335","10953","zEaeRx2WaUq","Rapha Medical Clinic (Kirinyaga)","Kirinyaga","Kirinyaga Central"
"3336","15480","V9IEIPxzldx","Rapha Medical Clinic (Nakuru Central)","Nakuru","Nakuru East"
"3337","40067","0","RAPOGI","Migori","Uriri"
"3338","16871","0","Rapogi Dispensary","Siaya","Bondo"
"3339","12709","OJcIshxYgNN","Rapsu Dispensary","Isiolo","Garbatulla"
"3340","30477","0","Rapunye medical centre","Laikipia","Laikipia North"
"3341","15481","cURHqHv6kJ7","Ravine Roses Dispensary","Baringo","Koibatek"
"3342","13159","GYeXCtw2Jji","Ray Of Hope Health Centre","Nairobi","Dagoretti"
"3343","13422","SjnJ45W6QQO","Raya Dispensary","Garissa","Garissa"
"3344","21534","0","Rayudhi Dispensary","Homa Bay","NDHIWA"
"3345","17620","","REACHOUT CENTER TRUST","Mombasa","Mvita"
"3346","22287","0","REACHOUT CENTER TRUST","Taita Taveta","Voi"
"3347","14041","0","Reachout Dispensary","Kisumu","Kisumu East"
"3348","10954","EyjEXN5tMjJ","Reality Medical Clinic","Nyeri","Kieni East"
"3349","12710","G0NR34mssUZ","Redeemed Medical Clinic","Machakos","Kangundo"
"3350","10955","IZhHy714Y0V","Redland Roses Ltd Clinic","Kiambu","Ruiru"
"3351","16857","IKimKkv585p","Regional Blood Transfusion Centre (Embu)","Embu","Manyatta"
"3352","10956","XUmETR3kajj","Rehema Medical Centre","Muranga","Kiharu"
"3353","16461","UHTP0OylQIe","Rehema VCT Centre","Vihiga","Hamisi"
"3354","20278","dtpos6SvDl4","Rehoboth Maternity and Nursing Home","Kitui","Mwingi Central"
"3355","40068","0","REMBA HC","Homa Bay","Suba"
"3356","40021","0","RENEN HC","Migori","Rongo"
"3357","14043","uLDWBYdfe6s","Reusse Troyer Health Centre","Migori","Suna East"
"3358","16377","DlSuINSVKEY","Revival Baptist VCT Centre","Nakuru","Naivasha"
"3359","13162","0","RGC Jipe Moyo Dispensary","Nairobi","Langata"
"3360","13424","fu30kCMEUYr","Rhamudimtu Dispensary","Mandera","Mandera North"
"3361","15484","jTKXMfWCzNq","Rhems Medical Clinic","Nakuru","Naivasha"
"3362","13163","KT4sSoTeXAm","Rhodes Chest Clinic","Nairobi","Starehe"
"3363","10957","IUIajcIDxbh","Riabai Dispensary","Kiambu","Kiambu town"
"3364","12712","rqepZRfHCug","Riakanau Dispensary","Embu","Mbeere South"
"3365","19894","0","Riakithiga Dispensary","Kirinyaga","Kirinyaga East"
"3366","16468","jrsw22ft8ug","Riandu Dispensary","Embu","Mbeere North"
"3367","20291","0","Rianyambweke Dispensary","Nyamira","Nyamira North"
"3368","13425","tQCWzocd2rN","Riba Dispensary","Wajir","Wajir East"
"3369","13164","D196r2OV51e","Ribeiro Clinic","Nairobi","Starehe"
"3370","16826","f546JwOai9I","Right Choice Clinic","Meru","Buuri"
"3371","19475","0","Rinah Health Consultants","Nairobi","Starehe"
"3372","23432","0","Ringa Health Center","Homa Bay","Kabondo Kasipul"
"3373","40022","0","RINGITI","Homa Bay","Suba"
"3374","15486","ZFAXA14lxuF","Riongo Dispensary","Baringo","Tiaty"
"3375","12713","aVaCBJFuvAo","Ripples Int Dispensary","Meru","Imenti North"
"3376","10958","XGPjVL354Rl","Riverside Clinic","Nyeri","Mukurweini"
"3377","15487","n54rVzDM3dR","Riwo  Dispensary","Baringo","Baringo Central"
"3378","21441","0","Riziki Dispensary","Kwale","Lungalunga"
"3379","10959","UaJN6k2VSDL","Roadside Clinic (Kagunduini)","Muranga","Kandara"
"3380","10960","HTbHeeu23p7","Roadside Medical clinic Kiangai","Kirinyaga","Kirinyaga North/Mwea West"
"3381","12714","HLs89vInqWA","Rolex Medical Clinic","Meru","Igembe South"
"3382","21399","0","ROMAN MATERNITY AND NURSING HOME","Nyamira","Nyamira"
"3383","21399","0","Roman Maternity And Nursing Home","Nyamira","Nyamira"
"3384","13166","NXMFeIy2p6d","Ronil Dispensary","Nairobi","Ruaraka"
"3385","16093","P412w5QKgZ7","Rophy Clinic","Kakamega","Lugari"
"3386","15499","oIINBTs0Aqs","Roret Medical Clinic","Kericho","Buret"
"3387","12715","ZvRAV4wHqgE","Ros Megg Clinic","Meru","Igembe Central"
"3388","10961","jKXt0dH6zx7","Rosa Medical Clinic","Nyeri","Mukurweini"
"3389","10962","KkkHdTXqnvU","Rosalin (African Christian Churches And Schools) C","Muranga","Maragwa"
"3390","10963","VyTGPIWfMsO","Rose Medical Clinic","Muranga","Kandara"
"3391","10964","HCyB9QlJJ1q","Rospa Glory Clinic","Kirinyaga","Kirinyaga South"
"3392","16094","hgcnCq1Fd31","Rotary Doctors Clinic","Vihiga","Emuhaya"
"3393","15500","yt1nxdJEShC","Rotary Doctors General Outreach","Nandi","Emgwen"
"3394","13167","oImJcc9hpHu","Round About Medical Dispensary","Nairobi","Ruaraka"
"3395","16300","IVboDg0zsBe","Rowla Medical Clinic","Mandera","Mandera East"
"3396","17732","xLbDZAiXUWh","Royal Clinic","Nyamira","Borabu"
"3397","16836","TFVJJghk77G","Royal Clinic & Laboratory","Meru","Imenti Central"
"3398","10965","ZwfQDUAuF1E","Royal Medical Centre","Nyandarua","Kinangop"
"3399","16823","ytlA5gRXpWP","Royal Medical Clinic (Imenti Central)","Meru","Imenti Central"
"3400","10966","xOSMHIMlHfI","Royal Medical Clinic (Thika)","Kiambu","Thika Town"
"3401","21648","0","RTC Medical Center","Homa Bay","karachuonyo"
"3402","13168","No67ZbXCR2x","RTI Dispensary","Nairobi","Starehe"
"3403","13170","vJ58SdwMSeS","Ruai Community Clinic","Nairobi","Kasarani"
"3404","10967","CiUmMQyGWfk","Ruara Dispensary","Kiambu","Juja"
"3405","13172","fNVYEyxjawL","Ruaraka Clinic","Nairobi","Ruaraka"
"3406","10968","ZWIpQ03M1WL","Ruby Medical Clinic.","Kiambu","Limuru"
"3407","10969","lYiu8yBoXpG","Ruchu Dispensary","Muranga","Kandara"
"3408","16839","n4HfBx1ownM","Ruiga (MCK) Dispensary","Meru","Imenti Central"
"3409","12716","uKVTIuOA70O","Ruiri Catholic Health Centre","Meru","Buuri"
"3410","16632","N7clFEU2Nx8","Ruiri Medical Clinic","Meru","Buuri"
"3411","10970","0","Ruiru Dental Clinic","Kiambu","Thika Town"
"3412","10971","UlvpBaVIhVu","Ruiru Diagonostic Centre","Kiambu","Ruiru"
"3413","10972","fEfiqnc4xcH","Ruiru East Medical Clinic","Kiambu","Ruiru"
"3414","16241","Gs82x2zr153","Rukenya Dispensary","Tharaka Nithi","Tharaka South"
"3415","15503","w8hOJlNFfPA","Rumuruti Medical Clinic","Trans Nzoia","cherangany"
"3416","12720","CPm1PLKWfCf","Runyenjes Medical Clinic","Embu","Runyenjes"
"3417","13426","Bwz5zH61tEX","Ruqa Dispensary","Garissa","Ijara"
"3418","40041","0","RURAL  HEALTH FACILITIES","Nairobi","Kamukunji"
"3419","13174","PlkUJasIbbg","Rural AID VCT","Nairobi","Starehe"
"3420","10976","CBLTsKvw1E0","Rural Medical Clinic (Muranga South)","Muranga","Kandara"
"3421","10977","NYxI45x0rMe","Rural Medical Clinic (Nyeri South)","Nyeri","Nyeri Central"
"3422","10978","0","Rural Personal Care Centre","Nyeri","Mukurweini"
"3423","10979","vmGyHazfngO","Rurii (ACK) Dispensary","Nyandarua","Olkalou"
"3424","10980","RMXHTIcHNxM","Rurii Kiandegwa Dispensary","Kirinyaga","Kirinyaga North"
"3425","10981","ny4q7ntac1J","Ruringu Medical Clinic","Nyeri","Nyeri Central"
"3426","10982","mpF4u9ZXvIT","Ruruguti Afya Clinic","Nyeri","Mukurweini"
"3427","10983","wnZKPelVT8H","Ruruguti Dispensary","Nyeri","Nyeri South (Othaya)"
"3428","10984","jqLcZtIyJim","Rwanyambo Dispensary","Nyandarua","Kinangop"
"3429","12721","lSk38qxfKop","Rwanyange Dispensary","Meru","Imenti North"
"3430","10985","orlbSFPbyfS","Rware Clinic","Nyeri","Nyeri Central"
"3431","16512","ZC5xK3Nr22V","Rwathe Dispensary","Muranga","Kandara"
"3432","10986","MsvnfzwtQKl","Rwathia Dispensary","Muranga","Kangema"
"3433","17945","0","S O S Medical centre","Uasin Gishu","Ainabkoi"
"3434","16170","SQ0JMYFq0Sx","Sabasaba Catholic Dispensary","Muranga","Maragwa"
"3435","15505","yo95apmvi6K","Sabatia Dispensary","Baringo","Koibatek"
"3436","16097","V2RIOHHsYjQ","Sabatia Eye Hospital Mission","Vihiga","Sabatia"
"3437","13427","KqIo0uEAdaL","Sabir Medical Clinic","Wajir","Wajir East"
"3438","15506","dKy3doEfm4W","Sabor  Dispensary","Baringo","Marigat"
"3439","13428","g2hI4r6dWLi","Sabuli Health Centre","Wajir","Wajir South"
"3440","13429","aMlqcnGylwZ","Sabuli Nomadic Dispensary","Wajir","Wajir South"
"3441","15510","M6ggSgOBSCW","Sacho school Dispensary","Baringo","Baringo Central"
"3442","17092","k9s6Zi8KAVw","SACHORAN DISPENSARY","Bomet","Chepalungu"
"3443","16252","pHGYh1pC2x6","Sacred Heart Dispensary (Nzaikoni)","Machakos","Kathiani"
"3444","10989","uP6EUJRGQ2y","Sacred Heart Kangaita Catholic Dispensary","Kirinyaga","Kirinyaga Central"
"3445","16524","lcaGPfT6KV6","Sacred Heart Medical Clinic","Kilifi","Malindi"
"3446","10990","MeqV3iMw9eT","Sacred Heart Mission Dispensary","Nyeri","Mukurweini"
"3447","11762","0","Sacred Medical Clinic","Mombasa","Likoni"
"3448","16447","E7HcL4ns3Pi","Safi Medical Clinic","Kirinyaga","Kirinyaga South"
"3449","10991","sn67vJOAets","Sagana Catholic Dispensary","Kirinyaga","Kirinyaga North/Mwea West"
"3450","10992","Xm79WEEkUHA","Sagana Medical Care","Nyeri","Kieni West"
"3451","10993","OIfpWt15ZkM","Sagana Medical Clinic","Kirinyaga","Kirinyaga North/Mwea West"
"3452","15512","cQAaZHCVSR0","Sagat Dispensary","Baringo","Koibatek"
"3453","11765","QsjUYhbQHFq","Saifee Foundation Medical Clinic","Mombasa","Mvita"
"3454","16405","0","Sairo Dispensary CDF","Nakuru","Molo"
"3455","15517","0","Salabani Dispensary","Baringo","Baringo Central"
"3456","15518","l1n391tW2j8","Salala Medical Clinic","Turkana","Turkana West"
"3457","12724","RFEHSIkxpQ1","Salama Baptist Dispensary","Makueni","Kilome"
"3458","12725","QzrOkDcrwYG","Salama Dawa Health Services","Meru","Igembe North"
"3459","10995","f2tZvA6wzPW","Salama Medical Clinic","Nyeri","Kieni West"
"3460","11766","0","Salama Medical Clinic (Mombasa)","Mombasa","Mvita"
"3461","13175","gZMzFTplvUJ","Salama Nursing Home","Nairobi","Kamukunji"
"3462","15521","PCGq29ItOC1","Salawa Catholic Mission","Baringo","Baringo Central"
"3463","10996","tMQCFBoz8lg","Samaria Maternity Home","Nyeri","Kieni East"
"3464","13177","fAJfEFMxXzi","Samaritan Comm Dispensary","Nairobi","Kasarani"
"3465","12726","X48qtyic2kS","Samaritan Health Services","Meru","Igembe South"
"3466","10997","dd2bCQKrUlg","Samaritan Medical Clinic","Nyeri","Kieni West"
"3467","15524","eObRInVyA4M","Samburu Lodge Dispensary","Samburu","Samburu East"
"3468","16520","X7Bbx0S20cF","Samburu Medical Centre","Kwale","Kinango"
"3469","10998","XbKLOvzJQ21","Samkim Medical Clinic","Kiambu","Gatundu North"
"3470","17143","iUgleV5bLiR","Samutet Dispensary","Kericho","Ainamoi"
"3471","16525","PSCxEp22DFe","San Marco Medical Clinic","Kilifi","Magarini"
"3472","15527","pWlvIFkJQww","Sandai Dispensary","Baringo","Marigat"
"3473","15528","eUS8lC1zOqf","Sanga Dispensary","Kericho","Ainamoi"
"3474","13432","EE2iLmpeBJ8","Sangole Dispensary","Garissa","Ijara"
"3475","13433","ue8SGKUaKWZ","Sankuri Dispensary","Garissa","Garissa"
"3476","15529","MyAeZ7c1vVN","SANYALO DISPENSARY","Narok","Narok North"
"3477","14067","bpyuIqQTies","Saokon Clinic","Homa Bay","Kabondo Kasipul"
"3478","13178","bANmqXanLfu","Saola Health Centre","Nairobi","Langata"
"3479","20402","0","Sapta Pangani","Nairobi","Starehe"
"3480","15531","0","Saramek Dispensary","Kericho","Ainamoi"
"3481","13434","rtFDOAqWUPQ","Saretho Dispensary","Garissa","Dadaab"
"3482","13435","vNfNkU7kh9b","Sarif Dispensary","Wajir","Wajir South"
"3483","13436","bmAakxq3qDw","Sarman Dispensary","Wajir","Tarbaj"
"3484","10999","wo6gvWm4OyS","Sarmer Medical Clinic","Muranga","Maragwa"
"3485","15532","epnyykVC3sO","Saruchat Dispensary","Bomet","Sotik"
"3486","18607","0","Sasa Centre Kyumbi","Machakos","Athi River"
"3487","15533","OTDRr7eUM0V","Satyet Dispensary","Bomet","Konoin"
"3488","11772","n9BtQGYnUU3","Savana Medical Clinic","Mombasa","Kisauni"
"3489","11773","c0fOURJkuLB","Savanni Medical Centre","Mombasa","Likoni"
"3490","11000","GpeszyhWc52","Sawa Medical Consultants","Kiambu","Thika Town"
"3491","14070","nU0IUSP4a2b","Sayyid Aysha Dispensary","Kisumu","Kisumu Central"
"3492","12728","fn8YxpqwMWQ","School For The Deaf","Machakos","Machakos"
"3493","11776","0","SDV Medical Clinic","Mombasa","Likoni"
"3494","11777","PP6sOZKFRqv","Sea Breeze Medical Clinic","Kilifi","Malindi"
"3495","14071","ael1wP6imKb","Sega Cottage Hospital","Siaya","Ugenya"
"3496","21957","0","Segero central Dispensary","Uasin Gishu","Soy"
"3497","21045","0","Segero Dispensary","Busia","Nambale"
"3498","16470","cTQK2yUwzwd","Segetet Dispensary","Kericho","Kipkelion West"
"3499","11779","LWEKeYilUV6","Senior Staff Mecial Clinic","Mombasa","Mvita"
"3500","13179","OOwfPj8lwtK","Senye Dispensary","Nairobi","Langata"
"3501","11780","hKYKKcE693R","Sera Dispensary","Tana River","Garsen"
"3502","22380","0","Sere GOK Dispensary","Nyamira","Nyamira North"
"3503","15546","WlQGDFbgfnq","Sereng Dispensary","Kericho","Kipkelion West"
"3504","15548","gUbOxK2RoDe","Sererit Catholic Dispensary","Samburu","Samburu North"
"3505","17591","0","Seretet Health Center","Kericho","Ainamoi"
"3506","16730","dEhqpnG2ZN2","Seretion Dispensary","Baringo","Tiaty"
"3507","15549","o0YDpXsWuEs","SeretuninHealth Centre","Baringo","Baringo Central"
"3508","15552","veA7Idvc4Gz","Sergoit Clinic","Uasin Gishu","Moiben"
"3509","15553","JIlI90QdJAu","Sergoit Dispensary (Eldoret East)","Uasin Gishu","Moiben"
"3510","22852","0","SESAME DISPENSARY","Turkana","Kibish"
"3511","13181","O8a2gcfMcNl","SGRR Medical clinic","Nairobi","Langata"
"3512","13182","0","Shaam Nursing Home","Nairobi","Kamukunji"
"3513","21525","0","SHAKAHOLA DISPENSARY","Kilifi","Kilifi North"
"3514","11001","0","Shalom (African Christian Churches And Schools) Cl","Muranga","Maragwa"
"3515","17375","vaCcJOxMAeE","SHALOM DISPENSARY","Nyandarua","Olkalou"
"3516","11781","cauW9m3HZDd","Shalom Health Services","Mombasa","Kisauni"
"3517","20613","0","Shalom Medical Clinic","Makueni","Kaiti"
"3518","12731","P6ZPMXJPcEO","Shalom Medical Clinic (Embu)","Embu","Manyatta"
"3519","11002","MwySSDi3s67","Shalom Medical Clinic (Thika)","Muranga","Gatanga"
"3520","11782","0","Shalom Out Patient Clinic","Mombasa","Mvita"
"3521","19412","0","Shalom Satellite Clinic","Machakos","Kathiani"
"3522","11003","0","Shamaa Medical Clinic","Kiambu","Thika Town"
"3523","11005","spnk9WIjMqG","Shammah Clinic","Kiambu","Juja"
"3524","11006","cUtb1rk7Qu3","Shanka Medical","Muranga","Kigumo"
"3525","13437","JbCL7yTnNPi","Shanta Abaq Dispensary (Wajir West)","Wajir","Wajir West"
"3526","13438","JxKJGtLOn6g","Shantaabaq Dispensary (Lagdera)","Garissa","Lagdera"
"3527","11783","eIMBOjOJCt4","Shanzu Teachers College Clinic","Mombasa","Kisauni"
"3528","17374","FX5DGY6VxPS","Shauri Health Centre","Nyandarua","Ndaragwa"
"3529","13183","dQnlgfrAj7g","Shauri Moyo Baptist VCT Centre","Nairobi","Kamukunji"
"3530","11784","vHz0cqe7Xls","Shella Dispensary","Lamu","Lamu West"
"3531","13185","cIUkqG4NNlo","Shepherds Clinic","Nairobi","Makadara"
"3532","15559","d0SjYcU0e3B","Sher Karuturi Hospital","Nakuru","Naivasha"
"3533","16106","KX7YJZaNNhq","Shianda Baptist Clinic","Kakamega","Mumias East"
"3534","13439","OObfsVZI1u0","Shifaa Nursing Home","Wajir","Wajir East"
"3535","11007","CCGSlHN72uS","Shikamoo Medical Centre","Kiambu","Ruiru"
"3536","40047","0","SHIMBANZE DISPENSARY","Kakamega","Matungu"
"3537","40047","0","SHIMBANZE DISPENSARY","Kakamega","Matungu"
"3538","13440","YLqChVrbVG7","Shimbir Fatuma Dispensary","Mandera","mandera south"
"3539","13443","wckIZmyWgBj","Shimbrey Dispensary","Garissa","Garissa"
"3540","11788","k8PiFOYOIQQ","Shimo La Tewa High School Dispensary","Mombasa","Kisauni"
"3541","16718","hoFLQyXQ36P","Shimuli Medical Clinic","Kakamega","Shinyalu"
"3542","16719","0","Shinyalu Central Clinic","Kakamega","Shinyalu"
"3543","22973","0","Shirakalu Dispensary","Kakamega","Lurambi"
"3544","16200","AY77rNVBe3p","Shirikisho Medical Dispensary","Tana River","Garsen"
"3545","16198","kLHqWoOO89D","Shirikisho Methodist Dispensary","Tana River","Garsen"
"3546","16120","ttzINwbeWFk","Shitoto Medical Clinic","Kakamega","Lurambi"
"3547","21043","0","Shivakala Dispensary","Kakamega","Malava"
"3548","22979","0","Shiyunzu Dispensary","Kakamega","Lurambi"
"3549","21486","0","SHOFCO Mathare Clinic","Nairobi","Starehe"
"3550","11791","0","Shree Cuteh Sat Sanf Swaminara","Mombasa","Mvita"
"3551","11792","yiOQLqbdCfG","Shuffa Clinic","Tana River","Galole"
"3552","20052","CpyOk3wOajq","Shujaa Satellite Clinic","West Pokot","West Pokot"
"3553","11793","VjJyaD90PBo","Shukran Medical Clinic","Mombasa","Nyali"
"3554","11008","ZJX5Xxqq16T","Shwak Medical Clinic.","Kiambu","Kabete"
"3555","14079","v3wsEYGayWb","Siabai/Makonge Dispensary","Migori","Kuria East"
"3556","12733","Ts1jDUorGyc","Siakago Clinic","Embu","Mbeere North"
"3557","14081","Fv8YzhiTel7","Siaya Medical Centre","Siaya","Alego Usonga"
"3558","15562","BD4MjPdzyUY","Sibilo Dispensary","Baringo","Baringo North"
"3559","40052","0","SIFUYO HEALTH CENTRE","Siaya","Ugenya"
"3560","15566","aTYrHCmL5Tx","Sigoro Dispensary","Baringo","Koibatek"
"3561","15567","Nm7pDZgl88V","Sigot Dispensary","Narok","Narok North"
"3562","12734","uPOfHwYBhYc","Sikh Temple Hospital","Makueni","Kibwezi West"
"3563","20622","0","Silanga Community Clinic","Nairobi","Langata"
"3564","11795","FJpctEyfOys","Silmilani Medical Clinic","Kilifi","Malindi"
"3565","12735","nSJ6eRd4rJt","Siloam Mediacl Clinic","Kitui","Kitui East"
"3566","11010","pKTsWbqY0NB","Siloam Medical Centre","Kiambu","Ruiru"
"3567","17825","tN1DDLs3ie2","Siloam Medical Clinic","Kakamega","Lurambi"
"3568","11796","E8kRueJbLh4","Siloam Medical Clinic (Malindi)","Kilifi","Malindi"
"3569","15573","dPYZMQQK4sK","Siloam Medicalclinic","Trans Nzoia","Kwanza"
"3570","11011","KzMuDhGjqVP","Silver Line Medical Clinic","Nyeri","Kieni East"
"3571","10789","Yfbl9QuKpr4","Silvercrest Medical Clinic","Nyeri","Nyeri South (Othaya)"
"3572","17618","0","Silvercrest Medicare Hospital (Kirinyaga)","Kirinyaga","Kirinyaga South"
"3573","20400","0","Silverdine Medical Centre(lancet hse)","Nairobi","Westlands"
"3574","26176","0","Simatwet Dispensary","Trans Nzoia","Kwanza"
"3575","15575","KmokJhxL4Sf","Simbi Dispensary","Bomet","Sotik"
"3576","11012","mxkcIXWqv7f","Simbi Roses Clinic","Muranga","Gatanga"
"3577","15579","wn6i65YBkWN","Simrose Medical Clinic","Turkana","Turkana West"
"3578","11013","L8mCHYjAf6J","Sinai Hospital and Maternity","Kiambu","Ruiru"
"3579","16834","lwEFIoO4YRN","Sinai Medical Clinic","Meru","Imenti Central"
"3580","22803","0","Sinambio Dispensary","Lamu","Lamu West"
"3581","0","0","SINDO","Homa Bay","Suba"
"3582","11797","0","Singawa Medical Clinic","Mombasa","Likoni"
"3583","11798","tSF1ZbrmYSm","Single Cell Medical Clinic","Mombasa","Likoni"
"3584","13187","gKBBCMQO9qF","Single Mothers Association of Kenya (SMAK)","Nairobi","Starehe"
"3585","15584","dSK26IX7alZ","Sinoko Medical Clinic","Trans Nzoia","cherangany"
"3586","17148","kqKlyCbsS0P","Sipili Maternity and Nursing Home","Laikipia","Laikipia West"
"3587","17350","","Sirata Dispensary","Baringo","Marigat"
"3588","15590","L602XweaLuy","Sirata Oirobi Dispensary","Samburu","Samburu Central"
"3589","15591","otZxbEpPGFD","Siret Tea Dispensary","Nandi","Nandi East"
"3590","25500","0","Siritanyi Dispensary","Bungoma","Bungoma Central"
"3591","15592","0","Siroin Dispensary","Bomet","Sotik"
"3592","17177","0","Sironoi Dispensary","Nandi","Chesumei"
"3593","15593","XEgtZ5OwD2h","Sirwa Dispensary (Koibatek)","Baringo","Mogotio"
"3594","15594","zqnOeXh28et","Sirwa Dispensary (Nandi East)","Nandi","Nandi East"
"3595","12736","DJwPuMIpL60","Sisi Kwa Sisi Medical Clinic","Machakos","Mwala"
"3596","15596","0","Sispar Medical Clinic","Nakuru","Nakuru North"
"3597","0","0","Sisters of St Joseph Dispensary","Kwale","Lungalunga"
"3598","36837","0","SISTO MAZZOLDI DISPENSARY","Nakuru","Rongai"
"3599","21737","0","Sitikho Dispensary","Bungoma","Bungoma West"
"3600","15597","KQpyun8ZJeo","Sitoi Tea Dispensary","Nandi","Nandi East"
"3601","11799","qspW9AzcsNh","Siu Dispensary","Lamu","Lamu East"
"3602","11800","x1jfoyWODnQ","Sloam Medical Clinic","Lamu","Lamu West"
"3603","11014","PVtfEaGrZ9P","Slope Optician","Kirinyaga","Kirinyaga Central"
"3604","16633","ZY4HJuHG3av","Snowview Medical Clinic","Meru","Imenti North"
"3605","16263","0","Soamam Medical Clinic","Kisii","Nyaribari Masaba"
"3606","15602","cvcxXhY1JFr","Sochoi (AIC) Dispensary","Nandi","Nandi East"
"3607","15603","m3kKy6uqKH2","Sochoi Dispensary","Nandi","Nandi East"
"3608","11801","0","Sofi Medical Clinic","Mombasa","Mvita"
"3609","15604","M74KfX3iuTM","Sogon  Dispensary","Baringo","Baringo Central"
"3610","11803","ExMIgahrkLG","Sokoke Medical Clinic","Kilifi","Ganze"
"3611","22285","0","Solanamu Medical Centre","Trans Nzoia","Kiminini"
"3612","11015","ruwuuXHgzEw","Soldier Medical Clinic","Nyeri","Kieni East"
"3613","11016","wb4atVE1NIu","Solea Medical Clinic","Muranga","Kandara"
